alpha CL CD CDp Cm
-12.0 -0.8527303003212781 0.012921300803201669 0.005476754180718148 -0.10430895399208073
-11.75 -0.8265763578308056 0.012582584793739526 0.005211255242153947 -0.10411283947884853
-11.5 -0.800422415340333 0.012243868784277384 0.004945756303589745 -0.10391672496561632
-11.25 -0.7742684728498603 0.01190515277481524 0.0046802573650255455 -0.10372061045238412
-11.0 -0.7469512238178462 0.011675153915521855 0.0045059195305943035 -0.10364382694792644
-10.75 -0.7202105344642922 0.011404653882454555 0.004290519080917708 -0.10349173118571788
-10.5 -0.6934287594295244 0.011137120045532592 0.004074289985501547 -0.10333453581355805
-10.25 -0.6665329752226872 0.010881557809383316 0.003866040585272846 -0.10318446081248041
-10.0 -0.6395076615467932 0.01063771906461572 0.0036661701541802136 -0.10304749309762484
-9.75 -0.6123714671544473 0.010405765634336366 0.0034748774407718447 -0.10292002337413207
-9.5 -0.5851493909480583 0.01018686220424506 0.003291696562577924 -0.1027979311772023
-9.25 -0.5577990767812873 0.009977412184239622 0.0031155502827106252 -0.10269316646382003
-9.0 -0.5303714708778691 0.00977902113759674 0.002945799082792631 -0.10259479160926345
-8.75 -0.502829249159326 0.00959128955332623 0.002784074147334103 -0.1025125306390927
-8.5 -0.4751684759101691 0.009420809727793241 0.002634534448130304 -0.1024436755282926
-8.25 -0.44745477074182666 0.009256940454349008 0.0024879654652811005 -0.10237950503265042
-8.0 -0.4197014490054047 0.009093102842793098 0.002340532733920166 -0.10231977664003941
-7.75 -0.3919385722477911 0.008935527683602302 0.0021955916187329505 -0.10225697251531342
-7.5 -0.36411702503663446 0.008782414023334791 0.002055154315319898 -0.10220322972556711
-7.25 -0.33626446088632395 0.008636890090198288 0.0019200921574035346 -0.1021520210068015
-7.0 -0.30837714647950676 0.008499512707244446 0.001790631487259194 -0.10210424849909873
-6.75 -0.28043371704614883 0.008368376347850691 0.0016663758399845343 -0.10206437100023603
-6.5 -0.25245284971619597 0.008246037525578932 0.001548412990053174 -0.10202875495208603
-6.25 -0.22440203925443336 0.008134429868652865 0.001439244646554196 -0.10200307944892244
-6.0 -0.196291182861125 0.008034161917772401 0.0013388763831346353 -0.10198525653856441
-5.75 -0.16816098025976917 0.007939902490936334 0.0012432168367311242 -0.1019700658643421
-5.5 -0.1399791088634738 0.007848227785511926 0.0011519344535051196 -0.10196467405429449
-5.25 -0.11177256963161847 0.007762965940582006 0.001066105408548117 -0.10196365369470405
-5.0 -0.08353190134890376 0.0076846981515252405 0.0009882151287128982 -0.10197090058807376
-4.75 -0.055304969253571035 0.007612153514511732 0.0009168704998931462 -0.10197893284774126
-4.5 -0.02706602794193047 0.007540419534071835 0.0008479809469134059 -0.10199055241407516
-4.0 0.029403788130394515 0.007408002159852479 0.0007212287000084292 -0.10201662340673535
-3.5 0.08587908162137414 0.007289019602926302 0.0006093715669880709 -0.10204953305706874
-3.25 0.11414521844820757 0.007241679762767952 0.0005643717998849712 -0.10207320936400717
-3.0 0.14238906747491398 0.007203480100921353 0.0005244483594635028 -0.10209318770017557
-2.75 0.17066078037651788 0.007168709505714862 0.0004888750860955012 -0.10211962929521125
-2.5 0.19894449693765726 0.007141467354028024 0.00045916090965505263 -0.10214937454028442
-2.25 0.22724654627510488 0.00711913289383749 0.0004350535628837029 -0.10218469226886571
-2.0 0.2555494256366925 0.0070985056485118915 0.0004147164715446197 -0.1022235852950196
-1.75 0.2838677738536942 0.007074562155351769 0.00039722747016624664 -0.10227025818550974
-1.5 0.3121738514266506 0.007051971782489808 0.00038345963479735157 -0.10231908869371378
-1.25 0.34049409782865403 0.0070265404179977765 0.0003724305272952681 -0.10237519287971662
-1.0 0.3687917436196833 0.007003016912781396 0.000365467565331083 -0.10243189203293174
-0.75 0.3971189503369279 0.006979750065299213 0.0003616605858760704 -0.10249625989546049
-0.5 0.42542476920649985 0.0069617992348654165 0.0003614825551405765 -0.1025589615084922
-0.25 0.45373570929807516 0.0069510184873668515 0.0003643965742463325 -0.10262237284743389
0.0 0.4820328447052042 0.006947258755278312 0.00037029297246512745 -0.10268403593217888
0.25 0.5102855812469003 0.006952563961166671 0.0003794148071307572 -0.10273900801172109
0.5 0.5385303639811092 0.0069629959458805 0.0003905632012739333 -0.10279354567375722
0.75 0.5666985330351524 0.006976679694783744 0.0004053728708915581 -0.10284064485135729
1.0 0.5948531007471239 0.006976322097949299 0.0004229043614677434 -0.10289769545342277
1.25 0.6229211635482647 0.0069727887982511914 0.00044371899965340255 -0.10294908184573273
1.5 0.6509239027375923 0.0069522196161400625 0.00046829004810458553 -0.10300427441729652
1.75 0.6788057917517436 0.0069247817318177085 0.0004976687310035981 -0.10304896003743336
2.0 0.7065415614181816 0.0068988520647260245 0.0005322761420040094 -0.10307415802917864
2.25 0.734086768824222 0.00686943535535727 0.0005734175169410217 -0.10307155109800595
2.5 0.7613648886771933 0.0068241282444999945 0.0006214653254096413 -0.10301917295934009
2.75 0.7878667320079471 0.006761802123761677 0.0006777397440478998 -0.10277766709772049
3.0 0.8144260687253495 0.006725138710205214 0.0007379486674714767 -0.1025260340212829
3.25 0.8408901155847625 0.00675640289941556 0.0008093892903772674 -0.10228206457393713
3.5 0.8667598202149847 0.006865489623053973 0.0008966423134319939 -0.10193473660059024
3.75 0.8923253679328436 0.00702424320699459 0.000992894404724891 -0.10153548276916051
4.0 0.9177085267623231 0.007218664876016649 0.0010950279914123393 -0.10110718685502192
4.25 0.9429623479933396 0.007446554479907937 0.0012016225081159975 -0.10065971163090903
4.5 0.9680818527523084 0.007714128653898522 0.0013137943337538022 -0.1001971265989966
4.75 0.993209044116899 0.008026289640061662 0.0014336587259356078 -0.09976637841449727
5.0 1.0178785964327086 0.008370192732798685 0.0015662284739638385 -0.09926977437095036
5.25 1.0423060489341363 0.008712513987213016 0.0017034799231400485 -0.09872468027960565
5.5 1.0667475089348946 0.009047311979518238 0.0018417232251085964 -0.09818588111522641
5.75 1.0910602433149719 0.009384947777661596 0.001983801860195521 -0.09762999660669788
6.0 1.1152283030623145 0.009725661725515975 0.0021290699803876135 -0.09705440349179728
6.25 1.1392094040641445 0.010071690939890838 0.0022784763524660717 -0.09645191348010042
6.5 1.1630259378042729 0.010420059255333299 0.0024307898518683775 -0.09582595051903878
6.75 1.1867138624233902 0.010766674861038121 0.002584196457318753 -0.09518216921131008
7.0 1.2104141895826457 0.011099796210076314 0.002732598711204276 -0.09454414810419234
7.25 1.2339444571457001 0.011432481762517667 0.0028818248737374885 -0.09388163988908693
7.5 1.2573820448978321 0.011758298645295224 0.0030282851338340093 -0.09320821499529597
7.75 1.2805474857036925 0.012088705330151847 0.0031775487127727754 -0.09249439366198216
8.0 1.3035590930702625 0.012414684300557421 0.0033248676575446815 -0.09175926533770903
8.25 1.3264037866977556 0.01273591853585283 0.0034697351448834714 -0.09100131042350787
8.5 1.348942332212327 0.013059209952543276 0.003615041379044737 -0.09019704974254025
8.75 1.3710775537643265 0.013386851282420018 0.003761409461509801 -0.08932820906738226
9.0 1.3925974829758965 0.013718228412578639 0.003907467580044857 -0.08834977611943938
9.25 1.413603136575471 0.014048672908074085 0.004051347422366254 -0.08728278102801028
9.5 1.4340280727422385 0.014387308070236823 0.0041979354866611505 -0.08612219958924153
9.75 1.4538991973199953 0.014734603467547396 0.004347684173017534 -0.08487882344365646
10.0 1.4731216329014627 0.015101803937426297 0.004506519065797965 -0.0835453158077352
10.25 1.4916326500275185 0.015494279639858369 0.004677674166108663 -0.08211758780359726
10.5 1.5097534570098003 0.01590013360073711 0.004855257519790902 -0.08065451060937483
10.75 1.5274558519964496 0.016323833126380277 0.005041994783394112 -0.07915941515763777
11.0 1.5447434794519537 0.01677505530898651 0.005243541405958387 -0.0776452068701752
11.25 1.561403294004169 0.017268095567457162 0.005468144271753533 -0.07608784290543213
11.5 1.5775637348082903 0.01779718497868943 0.005713023412841517 -0.0745089049344969
11.75 1.5932223701386912 0.018363305919066954 0.00597972693066521 -0.07291443806467371
12.0 1.6081839020414574 0.01898285916343487 0.0062790458886931265 -0.0712873525800196
12.25 1.6225308626926203 0.019653487169035526 0.006610440925887983 -0.0696456385772576
12.5 1.6361101644800304 0.020385362605544514 0.0069808526179265026 -0.06797406924148718
12.75 1.6488467532430984 0.02119102022409746 0.007399464404891762 -0.06627629648583878
13.0 1.661004422821051 0.022057066541850624 0.007858042861970154 -0.06459077526593406
13.25 1.6726326123543027 0.022981690351638228 0.008356506263316306 -0.06293188643099298
13.5 1.6835858712903364 0.02397965393904018 0.00890506147963617 -0.06129289419271566
13.75 1.6937877892584143 0.02506397971045033 0.00951326873140506 -0.05967793955493242
14.0 1.7033099565087602 0.02623491672978448 0.010182447983600917 -0.05810628028415889
14.25 1.7122819587275808 0.02748308859716711 0.010905977772547995 -0.056592800895944095
14.5 1.722059181525952 0.028621559183430935 0.011551251163138383 -0.05502251596876409
14.75 1.7295813112020166 0.030061661894043086 0.01241026897866069 -0.053608943265211526
15.0 1.7371034408780812 0.03150176460465524 0.013269286794183002 -0.05219537056165896
