alpha CL CD CDp Cm
-12.0 -0.8708397669697265 0.0104477805446994 0.0041733672574278844 -0.10175384192665057
-11.75 -0.8440183198198987 0.010190466825444704 0.003951370817199081 -0.10161369779503268
-11.5 -0.8171968726700711 0.009933153106190008 0.0037293743769702794 -0.1014735536634148
-11.25 -0.7903754255202433 0.009675839386935312 0.0035073779367414777 -0.10133340953179691
-11.0 -0.7630113975425888 0.009477233503174287 0.0033304671846173563 -0.10125000697502083
-10.75 -0.7357580772353232 0.009259568311140559 0.003142451954874422 -0.10115990272415697
-10.5 -0.7083887792424494 0.009054408737617092 0.0029651072518420783 -0.10108252775541665
-10.25 -0.6808851491156671 0.008860388101320872 0.0027984293712679845 -0.10102193595992448
-10.0 -0.6532475849998427 0.00868177938118172 0.0026445798498590705 -0.1009770189868992
-9.75 -0.6254555644818387 0.00851975686036009 0.002504715934193053 -0.10095002135644669
-9.5 -0.5975590532705375 0.00836994184708645 0.0023741858785157888 -0.10093423258348087
-9.25 -0.569591718455235 0.008231304412601611 0.0022510408910293832 -0.10092525484331015
-9.0 -0.5415505711405368 0.008098651310090544 0.0021326018647643222 -0.10092512059133543
-8.75 -0.5134480728423303 0.007971728449814284 0.002018546366509181 -0.10093198565919981
-8.5 -0.48528772452021224 0.007851170480884575 0.0019094935092930098 -0.10094571344891601
-8.25 -0.4570608718731783 0.007735059694077936 0.0018049602376714537 -0.10096848443012514
-8.0 -0.42879065743266587 0.007625392169072553 0.0017052997684339401 -0.10099676863824951
-7.75 -0.40045265372404265 0.007519974625399006 0.0016101406272321405 -0.10103483486202934
-7.5 -0.37207165678153464 0.007421451401233347 0.001520070748778529 -0.10107844413477747
-7.25 -0.343646631711397 0.0073291886049752985 0.0014346344092010922 -0.1011277584510148
-7.0 -0.3151692285353202 0.007244044027905347 0.0013549040801140908 -0.10118446450890549
-6.75 -0.2866439561355007 0.00716973118206401 0.0012817849295169124 -0.10124632965524788
-6.5 -0.258100819007539 0.00709842941324343 0.0012105939056530754 -0.10131023024587492
-6.25 -0.22956350555123517 0.007033491258852258 0.0011423699435977957 -0.10137194283104534
-5.75 -0.17240929582271414 0.006910352309940044 0.001011767544207003 -0.10150706227816321
-5.5 -0.1438319382257492 0.0068543874989761885 0.0009504297407569753 -0.10157521771469895
-5.25 -0.11526466228386151 0.006803897235928125 0.0008923849790005583 -0.10164204493424298
-5.0 -0.08665429428929539 0.006754939958308956 0.0008373673004038744 -0.10171668077826375
-4.75 -0.05804670600418732 0.006711915782471993 0.0007859622735375503 -0.10179089039240051
-4.5 -0.02940716817952721 0.006669359107696372 0.0007372726125158588 -0.10187175168882398
-4.25 -0.0007682930330524251 0.006629957760744534 0.0006918497031952593 -0.10195424448272841
-4.0 0.02791922372257627 0.0065901120029824185 0.0006490685276470877 -0.10204627612001838
-3.75 0.05658699307909271 0.006551381014816395 0.0006083491974610539 -0.10213761589475942
-3.5 0.08529327695221872 0.006507970509400322 0.000568804884235617 -0.10223828647623726
-3.25 0.11400654991898362 0.006466853884445048 0.0005323537149385245 -0.10234171980592177
-3.0 0.14272857772137532 0.006424691657059754 0.0004982608078674596 -0.10244948724321318
-2.75 0.1714858524972433 0.006384387541618799 0.0004671658054246673 -0.10256414312536774
-2.5 0.20021003464298004 0.00634857272945102 0.0004399600584015317 -0.10267587903059877
-2.25 0.22898961350098584 0.006316205397707169 0.00041616906711959003 -0.10279692126367701
-2.0 0.25775608101904035 0.006288909446651 0.00039566683420646435 -0.10291709140726513
-1.75 0.2865222115907569 0.006267059771663344 0.0003789463373130213 -0.1030384113034401
-1.5 0.31529095718119227 0.006248558406213197 0.0003651249188770042 -0.10316185785619786
-1.25 0.34399888990601535 0.006231750168201505 0.00035419923439095573 -0.10327970745823428
-1.0 0.3727017765755693 0.006219296203695159 0.0003460392296798673 -0.10339828530934515
