  
       XFOIL         Version 6.99
  
 Calculated polar for: CLARK Y AIRFOIL                                 
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     3.500 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
   3.200   0.7350   0.00565   0.00170  -0.0798   0.3039   0.9879
   3.400   0.7614   0.00575   0.00176  -0.0807   0.2974   0.9928
   3.600   0.7878   0.00585   0.00183  -0.0816   0.2914   0.9956
   3.800   0.8146   0.00593   0.00188  -0.0827   0.2864   0.9972
   4.000   0.8418   0.00602   0.00195  -0.0838   0.2820   0.9985
   4.200   0.8688   0.00611   0.00201  -0.0849   0.2773   0.9997
   4.400   0.8913   0.00619   0.00207  -0.0850   0.2731   1.0000
   4.600   0.9113   0.00627   0.00214  -0.0845   0.2686   1.0000
   4.800   0.9316   0.00635   0.00220  -0.0841   0.2644   1.0000
   5.000   0.9516   0.00646   0.00228  -0.0836   0.2592   1.0000
   5.200   0.9715   0.00658   0.00236  -0.0832   0.2513   1.0000
   5.400   0.9916   0.00670   0.00245  -0.0827   0.2430   1.0000
   5.600   1.0119   0.00683   0.00254  -0.0824   0.2349   1.0000
   5.800   1.0321   0.00697   0.00264  -0.0820   0.2256   1.0000
   6.000   1.0516   0.00718   0.00277  -0.0815   0.2112   1.0000
   6.200   1.0703   0.00745   0.00295  -0.0809   0.1914   1.0000
   6.400   1.0882   0.00780   0.00317  -0.0802   0.1686   1.0000
   6.600   1.1064   0.00813   0.00339  -0.0795   0.1481   1.0000
   6.800   1.1249   0.00844   0.00361  -0.0789   0.1316   1.0000
   7.000   1.1435   0.00874   0.00382  -0.0783   0.1159   1.0000
   7.200   1.1619   0.00906   0.00406  -0.0777   0.1002   1.0000
   7.400   1.1808   0.00934   0.00427  -0.0772   0.0898   1.0000
   7.600   1.2003   0.00958   0.00446  -0.0768   0.0826   1.0000
   7.800   1.2198   0.00980   0.00465  -0.0764   0.0764   1.0000
   8.000   1.2392   0.01003   0.00484  -0.0760   0.0706   1.0000
   8.200   1.2585   0.01028   0.00505  -0.0755   0.0645   1.0000
   8.400   1.2772   0.01055   0.00528  -0.0750   0.0570   1.0000
   8.600   1.2948   0.01091   0.00556  -0.0743   0.0470   1.0000
   8.800   1.3052   0.01182   0.00628  -0.0725   0.0175   1.0000
   9.000   1.3224   0.01218   0.00662  -0.0717   0.0134   1.0000
   9.200   1.3407   0.01246   0.00689  -0.0711   0.0121   1.0000
   9.400   1.3588   0.01274   0.00717  -0.0705   0.0111   1.0000
   9.600   1.3771   0.01298   0.00741  -0.0700   0.0105   1.0000
   9.800   1.3948   0.01327   0.00770  -0.0693   0.0099   1.0000
  10.000   1.4127   0.01352   0.00795  -0.0687   0.0094   1.0000
  10.200   1.4301   0.01379   0.00823  -0.0680   0.0090   1.0000
  10.400   1.4467   0.01410   0.00854  -0.0672   0.0085   1.0000
  10.600   1.4638   0.01436   0.00881  -0.0665   0.0082   1.0000
  10.800   1.4793   0.01465   0.00910  -0.0654   0.0079   1.0000
  11.000   1.4937   0.01497   0.00943  -0.0642   0.0075   1.0000
  11.200   1.5081   0.01530   0.00976  -0.0630   0.0073   1.0000
  11.400   1.5227   0.01561   0.01008  -0.0619   0.0070   1.0000
  11.600   1.5367   0.01595   0.01043  -0.0607   0.0068   1.0000
  11.800   1.5501   0.01633   0.01082  -0.0595   0.0065   1.0000
  12.000   1.5627   0.01675   0.01126  -0.0581   0.0063   1.0000
  12.200   1.5762   0.01714   0.01166  -0.0570   0.0062   1.0000
  12.400   1.5893   0.01754   0.01209  -0.0558   0.0060   1.0000
  12.600   1.6018   0.01799   0.01255  -0.0546   0.0058   1.0000
  12.800   1.6138   0.01847   0.01305  -0.0533   0.0057   1.0000
  13.000   1.6249   0.01903   0.01362  -0.0520   0.0055   1.0000
  13.200   1.6355   0.01962   0.01423  -0.0507   0.0053   1.0000
  13.400   1.6472   0.02015   0.01479  -0.0495   0.0052   1.0000
  13.600   1.6582   0.02073   0.01540  -0.0484   0.0051   1.0000
  13.800   1.6688   0.02136   0.01605  -0.0472   0.0050   1.0000
  14.000   1.6789   0.02203   0.01674  -0.0460   0.0049   1.0000
  14.200   1.6884   0.02277   0.01750  -0.0448   0.0048   1.0000
  14.400   1.6971   0.02357   0.01833  -0.0436   0.0047   1.0000
  14.600   1.7042   0.02451   0.01931  -0.0423   0.0046   1.0000
  14.800   1.7122   0.02541   0.02023  -0.0412   0.0045   1.0000
  15.000   1.7208   0.02629   0.02114  -0.0402   0.0044   1.0000
  15.200   1.7287   0.02723   0.02212  -0.0392   0.0043   1.0000
  15.400   1.7359   0.02827   0.02319  -0.0382   0.0043   1.0000
  15.600   1.7427   0.02934   0.02430  -0.0373   0.0042   1.0000
  15.800   1.7488   0.03051   0.02550  -0.0363   0.0041   1.0000
  16.000   1.7543   0.03176   0.02679  -0.0355   0.0040   1.0000
