alpha CL CD CDp Cm
-12.0 -0.9234269106274899 0.013745003116607188 0.0060258197360444285 -0.08689688588259278
-11.75 -0.8976673579321999 0.01345553135033268 0.005821283571181559 -0.08662453372336523
-11.5 -0.8719078052369098 0.013166059584058172 0.0056167474063186906 -0.08635218156413768
-11.25 -0.84614825254162 0.012876587817783664 0.0054122112414558225 -0.08607982940491014
-11.0 -0.8193513761781779 0.012678338057054504 0.005252552675659048 -0.08591198604133155
-10.75 -0.7930964097018689 0.012431571487446306 0.005061752059468842 -0.08568477982648809
-10.5 -0.766673558046376 0.012193104330942346 0.0048735378862527 -0.08547805517758
-10.25 -0.7402199620051799 0.011953565476777 0.004676684173183847 -0.08526868965018947
-10.0 -0.7137492187003094 0.011694292535848347 0.004461356767838122 -0.08506663295401595
-9.75 -0.6872425859266227 0.011438471814905338 0.004246807386914932 -0.08486208114154326
-9.5 -0.6606128919492305 0.011188354700973114 0.004037979522617327 -0.08467348637116678
-9.25 -0.6337582673030508 0.010964017373222393 0.0038526905916488885 -0.08450994118923026
-9.0 -0.6067660815673039 0.010756242805051181 0.0036791487668095986 -0.08436065389769354
-8.75 -0.5797091960676309 0.010544560395769932 0.0035000811176625823 -0.08422129297566766
-8.25 -0.5254608781339242 0.010142182230707739 0.00315944655234005 -0.08394904663186856
-7.75 -0.4709107032609453 0.009765066894544039 0.0028386148164112066 -0.08371373491311702
-7.25 -0.4161271442129381 0.00941555329686923 0.0025347206089376484 -0.08350104912235967
-7.0 -0.3886221964823233 0.009247139367749783 0.0023841911295469516 -0.08340714526862744
-6.75 -0.36111984346836745 0.009088164962556017 0.0022373043394626722 -0.08330687603234217
-6.5 -0.3335543705924445 0.008934197862501554 0.0020932271763523273 -0.08321407025226979
-6.25 -0.3059624140293875 0.008786546826622527 0.001951730170712168 -0.08312159626487146
-6.0 -0.2783886244074714 0.008636850785191035 0.0018078602401574034 -0.08302210412209692
-5.75 -0.25077582200995086 0.008486979754125412 0.0016663638777786169 -0.0829274179624139
-5.5 -0.22308710471807336 0.008350152208189802 0.001538781021124822 -0.08284203667311668
-5.25 -0.19537986351948355 0.008222476795940509 0.0014182741638276903 -0.08275809718684703
-5.0 -0.16763601846724108 0.008102126854906421 0.001304580024249198 -0.08267918356980199
-4.5 -0.11204883843258906 0.00787010646634793 0.001089207030207704 -0.08253763513656964
-4.25 -0.0842182434747884 0.0077875801878871725 0.0010034077195082442 -0.08246949808158423
-4.0 -0.05638819465956091 0.007706057177942408 0.0009183299671030776 -0.08240146144701989
-3.75 -0.028514691972254147 0.007634087043363443 0.0008412959706507727 -0.08234088463853732
-3.25 0.02728759035264089 0.007521880480478517 0.0007088801303260774 -0.08222787994698377
-3.0 0.05523811498396397 0.007477292693779684 0.0006516367091322071 -0.08218032406322862
-2.75 0.08317578205083836 0.007437742759900557 0.0005976467487671689 -0.08213059341093382
-2.5 0.1110696227480708 0.00740622953778252 0.0005479829261022978 -0.08207399208558967
-2.25 0.1389610636255379 0.007379751679950247 0.0005026748256542604 -0.0820185621629934
-2.0 0.1668763820672112 0.007358396882049906 0.00046325755300148316 -0.0819699103100741
-1.75 0.19476458533376867 0.007340294332006111 0.00042785643137289054 -0.08191951527495898
-1.5 0.22258918395727392 0.007310136105741763 0.00039490987357605496 -0.08186626757185354
-1.25 0.25038888923927893 0.007281929005731055 0.00036692088413749625 -0.08181268993279828
-1.0 0.27814319720858693 0.007263684296149185 0.0003452078686203065 -0.08175429480054679
-0.75 0.3058349770146991 0.007249227486439068 0.0003289370774072908 -0.08169088982944525
-0.5 0.33340078159303754 0.007230932780182077 0.00031764412051425765 -0.08161601774693665
-0.25 0.36081021551703985 0.007217148342386341 0.0003131676572891582 -0.0815233624549214
0.0 0.38805087491202034 0.007213223702602329 0.00031669633630378017 -0.08140992898747862
0.25 0.41515576795096987 0.0072191850436212 0.000328791626179758 -0.08128103195637916
