Results_Name,VSPAERO_History
Results_Timestamp,1612395971
Results_Date,2,3,2021
Results_Time,15,46,11
Alpha,0.000000,0.000000,0.000000,0.000000,0.000000
AnalysisMethod,0
Beta,0.000000,0.000000,0.000000,0.000000,0.000000
CDi,0.000720,0.000720,0.000720,0.000720,0.000720
CDo,0.002990,0.002990,0.002990,0.002990,0.002990
CDtot,0.003710,0.003710,0.003710,0.003710,0.003710
CFx,0.000720,0.000720,0.000720,0.000720,0.000720
CFy,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
CFz,-0.021700,-0.021730,-0.021730,-0.021730,-0.021730
CL,-0.021700,-0.021730,-0.021730,-0.021730,-0.021730
CMx,-0.000000,0.000000,0.000000,0.000000,0.000000
CMy,0.176320,0.176560,0.176530,0.176540,0.176550
CMz,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
CS,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
E,0.097800,0.098080,0.098040,0.098060,0.098070
FC_AoA_,0.000000
FC_Beta_,0.000000
FC_Bref_,1030.000000
FC_Cref_,125.000000
FC_Mach_,1.400000
FC_Pitch_Rate,0.000000
FC_Rho_,0.002377
FC_Roll__Rate,0.000000
FC_Sref_,497555.930046
FC_Vinf_,100.000000
FC_Xcg_,0.000000
FC_Yaw___Rate,0.000000
FC_Ycg_,0.000000
FC_Zcg_,0.000000
L/D,-5.853460,-5.861650,-5.860610,-5.861010,-5.861380
Mach,1.400000,1.400000,1.400000,1.400000,1.400000
T/QS,0.000000,0.000000,0.000000,0.000000,0.000000
WakeIter,1,2,3,4,5
Results_Name,VSPAERO_History
Results_Timestamp,1612395971
Results_Date,2,3,2021
Results_Time,15,46,11
Alpha,2.000000,2.000000,2.000000,2.000000,2.000000
AnalysisMethod,0
Beta,0.000000,0.000000,0.000000,0.000000,0.000000
CDi,0.002210,0.002200,0.002210,0.002210,0.002210
CDo,0.003020,0.003020,0.003020,0.003020,0.003020
CDtot,0.005240,0.005230,0.005230,0.005230,0.005240
CFx,-0.000580,-0.000580,-0.000580,-0.000580,-0.000580
CFy,-0.000010,-0.000000,-0.000000,-0.000000,-0.000000
CFz,0.079980,0.079750,0.079920,0.080000,0.080010
CL,0.079950,0.079720,0.079890,0.079970,0.079980
CMx,0.000010,0.000010,0.000000,0.000000,0.000000
CMy,-0.508900,-0.506970,-0.508430,-0.509070,-0.509140
CMz,-0.000010,-0.000000,-0.000000,-0.000000,-0.000000
CS,-0.000010,-0.000000,-0.000000,-0.000000,-0.000000
E,0.431210,0.430640,0.431320,0.431610,0.431630
FC_AoA_,2.000000
FC_Beta_,0.000000
FC_Bref_,1030.000000
FC_Cref_,125.000000
FC_Mach_,1.400000
FC_Pitch_Rate,0.000000
FC_Rho_,0.002377
FC_Roll__Rate,0.000000
FC_Sref_,497555.930046
FC_Vinf_,100.000000
FC_Xcg_,0.000000
FC_Yaw___Rate,0.000000
FC_Ycg_,0.000000
FC_Zcg_,0.000000
L/D,15.270090,15.255490,15.270210,15.276540,15.277020
Mach,1.400000,1.400000,1.400000,1.400000,1.400000
T/QS,0.000000,0.000000,0.000000,0.000000,0.000000
WakeIter,1,2,3,4,5
Results_Name,VSPAERO_History
Results_Timestamp,1612395971
Results_Date,2,3,2021
Results_Time,15,46,11
Alpha,4.000000,4.000000,4.000000,4.000000,4.000000
AnalysisMethod,0
Beta,0.000000,0.000000,0.000000,0.000000,0.000000
CDi,0.010770,0.010740,0.010750,0.010770,0.010770
CDo,0.003260,0.003260,0.003260,0.003260,0.003260
CDtot,0.014020,0.013990,0.014010,0.014020,0.014030
CFx,-0.001870,-0.001870,-0.001870,-0.001870,-0.001870
CFy,-0.000010,-0.000000,-0.000000,-0.000000,-0.000000
CFz,0.181010,0.180630,0.180870,0.181070,0.181110
CL,0.180700,0.180320,0.180560,0.180750,0.180800
CMx,0.000020,0.000010,0.000000,0.000000,0.000000
CMy,-1.189850,-1.186620,-1.188720,-1.190370,-1.190760
CMz,-0.000010,-0.000000,-0.000000,-0.000000,-0.000000
CS,-0.000010,-0.000000,-0.000000,-0.000000,-0.000000
E,0.452790,0.452180,0.452680,0.453050,0.453090
FC_AoA_,4.000000
FC_Beta_,0.000000
FC_Bref_,1030.000000
FC_Cref_,125.000000
FC_Mach_,1.400000
FC_Pitch_Rate,0.000000
FC_Rho_,0.002377
FC_Roll__Rate,0.000000
FC_Sref_,497555.930046
