# DEGENERATE GEOMETRY CSV FILE

# NUMBER OF COMPONENTS
2

# DegenGeom Type, Name, SurfNdx, GeomID, MainSurfNdx, SymCopyNdx, FlipNormal,t00,t01,t02,t03,t10,t11,t12,t13,t20,t21,t22,t23,t30,t31,t32,t33
LIFTING_SURFACE,Gross Wing B (T + D),0,MLEIZEOZLS,0,0,1,1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00
# DegenGeom Type,nXsecs, nPnts/Xsec
SURFACE_NODE,21,33
# x,y,z,u,w
-1.223876820317204919e-02, -1.666053973254476017e-01, 9.859476934071598198e-01, 5.840869671233215286e+02
-4.770641265145258124e-03, -1.760078402681869714e-01, 9.843772047066344788e-01, 5.842531111564253479e+02
2.687397986686945912e-03, -1.850610176552218156e-01, 9.827233576324899689e-01, 5.844841094844802001e+02
1.012993465574895183e-02, -1.937618445665349187e-01, 9.809962956168815085e-01, 5.847770737548632951e+02
1.755489133468688887e-02, -2.021102409680302636e-01, 9.792054310950649709e-01, 5.851246702869464116e+02
2.496135072479749306e-02, -2.101071551589198394e-01, 9.773596647708657770e-01, 5.855216231134928648e+02
1.077759734601413805e-01, 1.296055194001548561e-01, -9.856910007125634365e-01, 4.519088371640564219e+02
1.003502812298470159e-01, 1.301906717928480728e-01, -9.863975922695764620e-01, 4.520769995977124722e+02
9.291295836994013790e-02, 1.310861957386402765e-01, -9.870073917928461338e-01, 4.522251213760023916e+02
8.546392810063671575e-02, 1.322925218004136760e-01, -9.875194204010857568e-01, 4.523533013653197941e+02
7.800400700703141732e-02, 1.338094167118534517e-01, -9.879323938863836529e-01, 4.524632220432118288e+02
7.053707585465943120e-02, 1.356341013963716091e-01, -9.882448641244095944e-01, 4.525531332638573758e+02
6.306404955327506168e-02, 1.377659573704696772e-01, -9.884550908583252804e-01, 4.526210198052225451e+02
5.558477623717825167e-02, 1.402052695145678263e-01, -9.885609819586297364e-01, 4.526675065723600255e+02
4.810039232801516240e-02, 1.429511499855480872e-01, -9.885602262764268122e-01, 4.526973837634565143e+02
4.061588884015236711e-02, 1.459988685714529999e-01, -9.884506461880532280e-01, 4.527115830253239892e+02
3.313253282920145676e-02, 1.493470210609940119e-01, -9.882295798894753514e-01, 4.527070940073627980e+02
2.565042422538031663e-02, 1.529953755537870885e-01, -9.878939572627285504e-01, 4.526850397277523825e+02
1.817085372362882076e-02, 1.569424494801160141e-01, -9.874405742251712859e-01, 4.526491998314574516e+02
1.069821243285338716e-02, 1.611831620478560156e-01, -9.868665241677804234e-01, 4.526031231361988034e+02
3.233940242556986467e-03, 1.657155296066612216e-01, -9.861682943989283912e-01, 4.525468472098518760e+02
-4.221304114589746921e-03, 1.705384813864073978e-01, -9.853419746250486888e-01, 4.524819647142189183e+02
-1.069347686026635436e-01, -2.767637385488562474e-02, 9.938807642741352977e-01, 4.568798162999342480e+02
-9.971592689829751610e-02, -4.111977180666497728e-02, 9.941659309639317987e-01, 4.558501756272713124e+02
-9.244540498016076691e-02, -5.429637381053813855e-02, 9.942362651246837713e-01, 4.549414051742514289e+02
-8.512836373308270421e-02, -6.719546174502924463e-02, 9.941015700666607779e-01, 4.541487293358490547e+02
-7.777062532471877565e-02, -7.980616021997700982e-02, 9.937719590668402381e-01, 4.534688264795875057e+02
-7.038081358409518928e-02, -9.211527852670067795e-02, 9.932579305201590936e-01, 4.528948240829639076e+02
-6.296433790030059319e-02, -1.041140291518447697e-01, 9.925702801749333171e-01, 4.524192908213437931e+02
-5.552522962507289855e-02, -1.157956324621015332e-01, 9.917198799952458010e-01, 4.520372911346996716e+02
-4.806846709413244850e-02, -1.271529119999016411e-01, 9.907176991661981180e-01, 4.517479504678070725e+02
-4.060252895324167888e-02, -1.381762290911507096e-01, 9.895750423069243906e-01, 4.515464169379332589e+02
-3.313180267914647703e-02, -1.488605728705237330e-01, 9.883029968060855763e-01, 4.514237542830296093e+02
-2.565911756865445550e-02, -1.592027456144081421e-01, 9.869124051679724063e-01, 4.513750906500906694e+02
-1.818809434192864699e-02, -1.691993396032725472e-01, 9.854140128403013899e-01, 4.513981508290527245e+02
-1.072504922098994375e-02, -1.788455498379513953e-01, 9.838187041433843483e-01, 4.514903500416771749e+02
-3.272934202613884350e-03, -1.881397524708056102e-01, 9.821368140141827352e-01, 4.516455870925051386e+02
4.166492337728133592e-03, -1.970815075948029460e-01, 9.803782533827232193e-01, 4.518593154800965976e+02
# DegenGeom Type,nXsecs,nPnts/Xsec
PLATE,21,17
# nx,ny,nz
0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00
0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00
0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00
0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00
0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00
0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00
0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00
0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00
0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00
0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00
0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00
0.000000000000000000e+00, -1.437386301705134185e-02, 9.998966906945773170e-01
0.000000000000000000e+00, -3.007957491945707426e-02, 9.995475072114705650e-01
0.000000000000000000e+00, -4.729781022479742636e-02, 9.988808323058055993e-01
0.000000000000000000e+00, -6.624029384428510581e-02, 9.978036998685778647e-01
0.000000000000000000e+00, -8.715574274766049734e-02, 9.961946980917453232e-01
-7.297168868903899062e-03, -9.441819618825625371e-02, 9.955058792167200687e-01
-1.708800547781621701e-02, -1.041406274571638479e-01, 9.944157730957500219e-01
-3.090406459102548048e-02, -1.178176032523710198e-01, 9.925542560261482183e-01
-5.183742666578614738e-02, -1.384452337744277450e-01, 9.890125370498662472e-01
-8.715574274765822138e-02, -1.729873939250830828e-01, 9.810602621904080944e-01
# x,y,z,zCamber,t,nCamberx,nCambery,nCamberz,u,wTop,wBot,xxCamber,xyCamber,xzCamber
1.253999999999999773e+03, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 4.000000000000000000e+00, 0.000000000000000000e+00
1.175701356818433851e+03, 0.000000000000000000e+00, 0.000000000000000000e+00, 4.884981308350688778e-15, 8.809261956062204746e+00, -7.743225592925931055e-14, 0.000000000000000000e+00, 1.000000000000000000e+00, 1.000000000000000000e+00, 3.871500000000000163e+00, 1.285000000000000031e-01
1.097372505905523440e+03, 0.000000000000000000e+00, 0.000000000000000000e+00, 8.881784197001252323e-15, 1.644774953011774343e+01, -2.764799829020795943e-14, 0.000000000000000000e+00, 1.000000000000000000e+00, 1.000000000000000000e+00, 3.746999999999999886e+00, 2.530000000000000027e-01
1.019017631160711062e+03, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.138116692774911185e-13, 2.291399815452719579e+01, -9.922915848638535614e-15, 0.000000000000000000e+00, 1.000000000000000000e+00, 1.000000000000000000e+00, 3.622500000000000053e+00, 3.775000000000000022e-01
9.406409164834375360e+02, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.137007146624942693e-13, 2.820654326165116998e+01, 4.030512944001240912e-15, 0.000000000000000000e+00, 1.000000000000000000e+00, 1.000000000000000000e+00, 3.498000000000000220e+00, 5.020000000000000018e-01
8.622463000379206051e+02, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 3.232407377910648449e+01, 7.034189966185543583e-15, 0.000000000000000000e+00, 1.000000000000000000e+00, 1.000000000000000000e+00, 3.373499999999999943e+00, 6.265000000000000568e-01
7.838381029321299138e+02, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 3.526587421045962856e+01, 1.289482711168943660e-14, 0.000000000000000000e+00, 1.000000000000000000e+00, 1.000000000000000000e+00, 3.249000000000000110e+00, 7.510000000000000009e-01
7.054210834811336781e+02, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.776356839400250465e-15, 3.703137335199575375e+01, 1.228005633396138028e-14, 0.000000000000000000e+00, 1.000000000000000000e+00, 1.000000000000000000e+00, 3.124500000000000277e+00, 8.754999999999999449e-01
6.269999999999998863e+02, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 3.761999999999999034e+01, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 1.000000000000000000e+00, 3.000000000000000000e+00, 1.000000000000000000e+00
5.485789165188663219e+02, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.137423353269335374e-13, 3.703137335199576086e+01, -1.228005633396137713e-14, 0.000000000000000000e+00, 1.000000000000000000e+00, 1.000000000000000000e+00, 2.875499999999999723e+00, 1.124500000000000055e+00
4.701618970678698588e+02, 0.000000000000000000e+00, 0.000000000000000000e+00, 5.709267256288866783e-14, 3.526587421045964277e+01, -9.671120333767072721e-15, 0.000000000000000000e+00, 1.000000000000000000e+00, 1.000000000000000000e+00, 2.750999999999999890e+00, 1.249000000000000110e+00
3.917536999620792812e+02, 0.000000000000000000e+00, 0.000000000000000000e+00, 3.552713678800500929e-15, 3.232407377910649871e+01, -1.758547491546385107e-15, 0.000000000000000000e+00, 1.000000000000000000e+00, 1.000000000000000000e+00, 2.626500000000000057e+00, 1.373499999999999943e+00
3.133590835165624640e+02, 0.000000000000000000e+00, 0.000000000000000000e+00, 2.274014293249885385e-13, 2.820654326165117354e+01, -2.015256472000620456e-15, 0.000000000000000000e+00, 1.000000000000000000e+00, 1.000000000000000000e+00, 2.501999999999999780e+00, 1.497999999999999998e+00
2.349823688392885970e+02, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.705395081900034837e-13, 2.291399815452718158e+01, 1.240364481079817741e-15, 0.000000000000000000e+00, 1.000000000000000000e+00, 1.000000000000000000e+00, 2.377499999999999947e+00, 1.622500000000000053e+00
1.566274940944758782e+02, 0.000000000000000000e+00, 0.000000000000000000e+00, 2.864289338439558155e-14, 1.644774953011771856e+01, -3.455999786276000056e-15, 0.000000000000000000e+00, 1.000000000000000000e+00, 1.000000000000000000e+00, 2.253000000000000114e+00, 1.746999999999999886e+00
7.829864318156569425e+01, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.564808055259820138e-13, 8.809261956062176324e+00, -2.903709597347233770e-14, 0.000000000000000000e+00, 1.000000000000000000e+00, 1.000000000000000000e+00, 2.128499999999999837e+00, 1.871499999999999941e+00
0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 2.000000000000000000e+00, 2.000000000000000000e+00
1.240918923801133587e+03, 3.499999999999999289e+01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.199999999999999956e+00, 4.000000000000000000e+00, 0.000000000000000000e+00
1.170162925034506316e+03, 3.499999999999999289e+01, 0.000000000000000000e+00, 4.440892098500626162e-15, 7.960650437487791109e+00, -8.568659454226190704e-14, 0.000000000000000000e+00, 1.000000000000000000e+00, 1.199999999999999956e+00, 3.871500000000000163e+00, 1.285000000000000031e-01
1.099379628499809314e+03, 3.499999999999999289e+01, 0.000000000000000000e+00, 7.993605777301127091e-15, 1.486330922450512482e+01, -4.589294456749132665e-14, 0.000000000000000000e+00, 1.000000000000000000e+00, 1.199999999999999956e+00, 3.746999999999999886e+00, 2.530000000000000027e-01
1.028572815054178136e+03, 3.499999999999999289e+01, 0.000000000000000000e+00, 4.440892098500626162e-15, 2.070665287775934615e+01, -1.098070638386226769e-14, 0.000000000000000000e+00, 1.000000000000000000e+00, 1.199999999999999956e+00, 3.622500000000000053e+00, 3.775000000000000022e-01
9.577462655547474242e+02, 3.499999999999999289e+01, 0.000000000000000000e+00, 8.881784197001252323e-16, 2.548935791395781791e+01, 4.460168753774758877e-15, 0.000000000000000000e+00, 1.000000000000000000e+00, 1.199999999999999956e+00, 3.498000000000000220e+00, 5.020000000000000018e-01
8.869035387955291299e+02, 3.499999999999999289e+01, 0.000000000000000000e+00, 0.000000000000000000e+00, 2.921023955859925891e+01, 3.892020039532594073e-15, 0.000000000000000000e+00, 1.000000000000000000e+00, 1.199999999999999956e+00, 3.373499999999999943e+00, 6.265000000000000568e-01
8.160485396246501750e+02, 3.499999999999999289e+01, 0.000000000000000000e+00, 1.136868377216160297e-13, 3.186865124026543228e+01, 1.426942569542759615e-14, 0.000000000000000000e+00, 1.000000000000000000e+00, 1.199999999999999956e+00, 3.249000000000000110e+00, 7.510000000000000009e-01
7.451855679804166357e+02, 3.499999999999999289e+01, 0.000000000000000000e+00, 1.776356839400250465e-15, 3.346407678028835164e+01, 1.358911987538613503e-14, 0.000000000000000000e+00, 1.000000000000000000e+00, 1.199999999999999956e+00, 3.124500000000000277e+00, 8.754999999999999449e-01
6.743189238011336784e+02, 3.499999999999999289e+01, 0.000000000000000000e+00, 0.000000000000000000e+00, 3.399599999999999511e+01, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 1.199999999999999956e+00, 3.000000000000000000e+00, 1.000000000000000000e+00
6.034522796218508347e+02, 3.499999999999999289e+01, 0.000000000000000000e+00, 1.137007146624942693e-13, 3.346407678028835164e+01, -1.019183990653960206e-14, 0.000000000000000000e+00, 1.000000000000000000e+00, 1.199999999999999956e+00, 2.875499999999999723e+00, 1.124500000000000055e+00
5.325893079776171817e+02, 3.499999999999999289e+01, 0.000000000000000000e+00, 4.440892098500626162e-15, 3.186865124026544294e+01, -1.070206927157069396e-14, 0.000000000000000000e+00, 1.000000000000000000e+00, 1.199999999999999956e+00, 2.750999999999999890e+00, 1.249000000000000110e+00
4.617343088067385679e+02, 3.499999999999999289e+01, 0.000000000000000000e+00, 1.776356839400250465e-15, 2.921023955859926957e+01, -1.946010019766296247e-15, 0.000000000000000000e+00, 1.000000000000000000e+00, 1.199999999999999956e+00, 2.626500000000000057e+00, 1.373499999999999943e+00
3.908915820475201599e+02, 3.499999999999999289e+01, 0.000000000000000000e+00, 1.137180584572566759e-13, 2.548935791395782502e+01, -2.230084376887378649e-15, 0.000000000000000000e+00, 1.000000000000000000e+00, 1.199999999999999956e+00, 2.501999999999999780e+00, 1.497999999999999998e+00
3.200650325480887659e+02, 3.499999999999999289e+01, 0.000000000000000000e+00, 1.136868377216160297e-13, 2.070665287775933194e+01, 2.745176595965568895e-15, 0.000000000000000000e+00, 1.000000000000000000e+00, 1.199999999999999956e+00, 2.377499999999999947e+00, 1.622500000000000053e+00
2.492582191024577014e+02, 3.499999999999999289e+01, 0.000000000000000000e+00, 2.859120691812910431e-14, 1.486330922450510172e+01, -3.824412047290949673e-15, 0.000000000000000000e+00, 1.000000000000000000e+00, 1.199999999999999956e+00, 2.253000000000000114e+00, 1.746999999999999886e+00
1.784749225677608138e+02, 3.499999999999999289e+01, 0.000000000000000000e+00, 1.706517884799279206e-13, 7.960650437487766240e+00, -2.856219818075405526e-14, 0.000000000000000000e+00, 1.000000000000000000e+00, 1.199999999999999956e+00, 2.128499999999999837e+00, 1.871499999999999941e+00
1.077189238011338404e+02, 3.499999999999999289e+01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.199999999999999956e+00, 2.000000000000000000e+00, 2.000000000000000000e+00
1.227837847602267630e+03, 6.999999999999998579e+01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.399999999999999911e+00, 4.000000000000000000e+00, 0.000000000000000000e+00
1.164624493250579008e+03, 6.999999999999998579e+01, 0.000000000000000000e+00, 4.218847493575594854e-15, 7.112038918913377472e+00, -6.394050371084630505e-14, 0.000000000000000000e+00, 1.000000000000000000e+00, 1.399999999999999911e+00, 3.871500000000000163e+00, 1.285000000000000031e-01
1.101386751094095416e+03, 6.999999999999998579e+01, 0.000000000000000000e+00, 7.549516567451064475e-15, 1.327886891889250975e+01, -3.424594019747211540e-14, 0.000000000000000000e+00, 1.000000000000000000e+00, 1.399999999999999911e+00, 3.746999999999999886e+00, 2.530000000000000027e-01
1.038127998947645665e+03, 6.999999999999998579e+01, 0.000000000000000000e+00, 4.440892098500626162e-15, 1.849930760099149296e+01, -1.229092895514887828e-14, 0.000000000000000000e+00, 1.000000000000000000e+00, 1.399999999999999911e+00, 3.622500000000000053e+00, 3.775000000000000022e-01
9.748516146260573123e+02, 6.999999999999998579e+01, 0.000000000000000000e+00, 8.881784197001252323e-16, 2.277217256626447295e+01, 9.984715985336932942e-15, 0.000000000000000000e+00, 1.000000000000000000e+00, 1.399999999999999911e+00, 3.498000000000000220e+00, 5.020000000000000018e-01
9.115607775531375410e+02, 6.999999999999998579e+01, 0.000000000000000000e+00, 8.881784197001252323e-16, 2.609640533809203333e+01, 1.306925259422659548e-14, 0.000000000000000000e+00, 1.000000000000000000e+00, 1.399999999999999911e+00, 3.373499999999999943e+00, 6.265000000000000568e-01
8.482589763171706636e+02, 6.999999999999998579e+01, 0.000000000000000000e+00, 8.881784197001252323e-16, 2.847142827007123600e+01, 1.597205965829568683e-14, 0.000000000000000000e+00, 1.000000000000000000e+00, 1.399999999999999911e+00, 3.249000000000000110e+00, 7.510000000000000009e-01
7.849500524796997070e+02, 6.999999999999998579e+01, 0.000000000000000000e+00, 1.776356839400250465e-15, 2.989678020858094243e+01, 1.521057945751439281e-14, 0.000000000000000000e+00, 1.000000000000000000e+00, 1.399999999999999911e+00, 3.124500000000000277e+00, 8.754999999999999449e-01
7.216378476022675841e+02, 6.999999999999998579e+01, 0.000000000000000000e+00, 0.000000000000000000e+00, 3.037199999999999633e+01, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 1.399999999999999911e+00, 3.000000000000000000e+00, 1.000000000000000000e+00
6.583256427248355749e+02, 6.999999999999998579e+01, 0.000000000000000000e+00, 1.776356839400250465e-15, 2.989678020858094953e+01, -7.605289728757194827e-15, 0.000000000000000000e+00, 1.000000000000000000e+00, 1.399999999999999911e+00, 2.875499999999999723e+00, 1.124500000000000055e+00
5.950167188873647319e+02, 6.999999999999998579e+01, 0.000000000000000000e+00, 1.137180584572566759e-13, 2.847142827007125021e+01, -7.986029829147838680e-15, 0.000000000000000000e+00, 1.000000000000000000e+00, 1.399999999999999911e+00, 2.750999999999999890e+00, 1.249000000000000110e+00
5.317149176513978546e+02, 6.999999999999998579e+01, 0.000000000000000000e+00, 1.137180584572566759e-13, 2.609640533809204044e+01, -8.712835062817728220e-15, 0.000000000000000000e+00, 1.000000000000000000e+00, 1.399999999999999911e+00, 2.626500000000000057e+00, 1.373499999999999943e+00
4.684240805784779695e+02, 6.999999999999998579e+01, 0.000000000000000000e+00, 5.690583463874555924e-14, 2.277217256626447295e+01, -4.992357992668466471e-15, 0.000000000000000000e+00, 1.000000000000000000e+00, 1.399999999999999911e+00, 2.501999999999999780e+00, 1.497999999999999998e+00
4.051476962568893896e+02, 6.999999999999998579e+01, 0.000000000000000000e+00, 8.881784197001252323e-16, 1.849930760099148586e+01, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 1.399999999999999911e+00, 2.377499999999999947e+00, 1.622500000000000053e+00
3.418889441104396383e+02, 6.999999999999998579e+01, 0.000000000000000000e+00, 1.705510719937414165e-13, 1.327886891889248844e+01, -8.561485049368043049e-15, 0.000000000000000000e+00, 1.000000000000000000e+00, 1.399999999999999911e+00, 2.253000000000000114e+00, 1.746999999999999886e+00
2.786512019539560470e+02, 6.999999999999998579e+01, 0.000000000000000000e+00, 5.773159728050814010e-15, 7.112038918913355268e+00, -2.397768889156743855e-14, 0.000000000000000000e+00, 1.000000000000000000e+00, 1.399999999999999911e+00, 2.128499999999999837e+00, 1.871499999999999941e+00
2.154378476022676807e+02, 6.999999999999998579e+01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.399999999999999911e+00, 2.000000000000000000e+00, 2.000000000000000000e+00
1.214756771403401444e+03, 1.050000000000000142e+02, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.600000000000000089e+00, 4.000000000000000000e+00, 0.000000000000000000e+00
1.159086061466651699e+03, 1.050000000000000142e+02, 0.000000000000000000e+00, 3.552713678800500929e-15, 6.263427400338963835e+00, -1.089053936017173527e-13, 0.000000000000000000e+00, 1.000000000000000000e+00, 1.600000000000000089e+00, 3.871500000000000163e+00, 1.285000000000000031e-01
1.103393873688381291e+03, 1.050000000000000142e+02, 0.000000000000000000e+00, 2.274712327097272961e-13, 1.169442861327988936e+01, -5.832871779259888146e-14, 0.000000000000000000e+00, 1.000000000000000000e+00, 1.600000000000000089e+00, 3.746999999999999886e+00, 2.530000000000000027e-01
1.047683182841112739e+03, 1.050000000000000142e+02, 0.000000000000000000e+00, 3.552713678800500929e-15, 1.629196232422364332e+01, -1.395618716262081977e-14, 0.000000000000000000e+00, 1.000000000000000000e+00, 1.600000000000000089e+00, 3.622500000000000053e+00, 3.775000000000000022e-01
9.919569636973672004e+02, 1.050000000000000142e+02, 0.000000000000000000e+00, 8.881784197001252323e-16, 2.005498721857112088e+01, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 1.600000000000000089e+00, 3.498000000000000220e+00, 5.020000000000000018e-01
9.362180163107459521e+02, 1.050000000000000142e+02, 0.000000000000000000e+00, 1.136903071156300397e-13, 2.298257111758480420e+01, 9.893308902643193661e-15, 0.000000000000000000e+00, 1.000000000000000000e+00, 1.600000000000000089e+00, 3.373499999999999943e+00, 6.265000000000000568e-01
8.804694130096911522e+02, 1.050000000000000142e+02, 0.000000000000000000e+00, 8.881784197001252323e-16, 2.507420529987703617e+01, 1.360204676821883807e-14, 0.000000000000000000e+00, 1.000000000000000000e+00, 1.600000000000000089e+00, 3.249000000000000110e+00, 7.510000000000000009e-01
8.247145369789826646e+02, 1.050000000000000142e+02, 0.000000000000000000e+00, 1.137007146624942693e-13, 2.632948363687353677e+01, 1.295355875066249094e-14, 0.000000000000000000e+00, 1.000000000000000000e+00, 1.600000000000000089e+00, 3.124500000000000277e+00, 8.754999999999999449e-01
7.689567714034014898e+02, 1.050000000000000142e+02, 0.000000000000000000e+00, 0.000000000000000000e+00, 2.674799999999999045e+01, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 1.600000000000000089e+00, 3.000000000000000000e+00, 1.000000000000000000e+00
7.131990058278202014e+02, 1.050000000000000142e+02, 0.000000000000000000e+00, 1.136868377216160297e-13, 2.632948363687354032e+01, -8.635705833774992909e-15, 0.000000000000000000e+00, 1.000000000000000000e+00, 1.600000000000000089e+00, 2.875499999999999723e+00, 1.124500000000000055e+00
6.574441297971118274e+02, 1.050000000000000142e+02, 0.000000000000000000e+00, 1.137007146624942693e-13, 2.507420529987704683e+01, -9.068031178812555030e-15, 0.000000000000000000e+00, 1.000000000000000000e+00, 1.600000000000000089e+00, 2.750999999999999890e+00, 1.249000000000000110e+00
6.016955264960571412e+02, 1.050000000000000142e+02, 0.000000000000000000e+00, 1.136868377216160297e-13, 2.298257111758481130e+01, -4.946654451321595253e-15, 0.000000000000000000e+00, 1.000000000000000000e+00, 1.600000000000000089e+00, 2.626500000000000057e+00, 1.373499999999999943e+00
5.459565791094358929e+02, 1.050000000000000142e+02, 0.000000000000000000e+00, 1.137007146624942693e-13, 2.005498721857112088e+01, -5.668756428642390981e-15, 0.000000000000000000e+00, 1.000000000000000000e+00, 1.600000000000000089e+00, 2.501999999999999780e+00, 1.497999999999999998e+00
4.902303599656900133e+02, 1.050000000000000142e+02, 0.000000000000000000e+00, 5.685035733124713464e-14, 1.629196232422363266e+01, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 1.600000000000000089e+00, 2.377499999999999947e+00, 1.622500000000000053e+00
4.345196691184214615e+02, 1.050000000000000142e+02, 0.000000000000000000e+00, 1.137085196975085379e-13, 1.169442861327987160e+01, -4.860726482716580818e-15, 0.000000000000000000e+00, 1.000000000000000000e+00, 1.600000000000000089e+00, 2.253000000000000114e+00, 1.746999999999999886e+00
3.788274813401511665e+02, 1.050000000000000142e+02, 0.000000000000000000e+00, 1.138116692774911185e-13, 6.263427400338944295e+00, -2.722634840042942338e-14, 0.000000000000000000e+00, 1.000000000000000000e+00, 1.600000000000000089e+00, 2.128499999999999837e+00, 1.871499999999999941e+00
3.231567714034016490e+02, 1.050000000000000142e+02, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.600000000000000089e+00, 2.000000000000000000e+00, 2.000000000000000000e+00
1.201675695204535486e+03, 1.400000000000000000e+02, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.800000000000000044e+00, 4.000000000000000000e+00, 0.000000000000000000e+00
1.153547629682724164e+03, 1.400000000000000000e+02, 0.000000000000000000e+00, 3.108624468950438313e-15, 5.414815881764551087e+00, -8.398205235711052435e-14, 0.000000000000000000e+00, 1.000000000000000000e+00, 1.800000000000000044e+00, 3.871500000000000163e+00, 1.285000000000000031e-01
1.105400996282667393e+03, 1.400000000000000000e+02, 0.000000000000000000e+00, 6.217248937900876626e-15, 1.010998830766727075e+01, -4.498000759719872320e-14, 0.000000000000000000e+00, 1.000000000000000000e+00, 1.800000000000000044e+00, 3.746999999999999886e+00, 2.530000000000000027e-01
1.057238366734580040e+03, 1.400000000000000000e+02, 0.000000000000000000e+00, 2.273892874185396189e-13, 1.408461704745579191e+01, -1.614340487051468943e-14, 0.000000000000000000e+00, 1.000000000000000000e+00, 1.800000000000000044e+00, 3.622500000000000053e+00, 3.775000000000000022e-01
1.009062312768677089e+03, 1.400000000000000000e+02, 0.000000000000000000e+00, 8.881784197001252323e-16, 1.733780187087776881e+01, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 1.800000000000000044e+00, 3.498000000000000220e+00, 5.020000000000000018e-01
9.608752550683545905e+02, 1.400000000000000000e+02, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.986873689707757507e+01, 1.144379114893185109e-14, 0.000000000000000000e+00, 1.000000000000000000e+00, 1.800000000000000044e+00, 3.373499999999999943e+00, 6.265000000000000568e-01
9.126798497022114134e+02, 1.400000000000000000e+02, 0.000000000000000000e+00, 8.881784197001252323e-16, 2.167698232968284344e+01, 1.048917566039086142e-14, 0.000000000000000000e+00, 1.000000000000000000e+00, 1.800000000000000044e+00, 3.249000000000000110e+00, 7.510000000000000009e-01
