"Global_Index", "x_coord", "y_coord", "z_coord", "Pressure", "Pressure_Coefficient", "Mach_Number"
3095, 3.527934863500000e+01, 6.150000000000000e+00, -9.764874685200000e-01, 1.027872202443686e+00, -1.763984522554849e-01, 8.471573246300425e-01
6957, 3.560378474400000e+01, 6.345769666400000e+00, -9.746561995900000e-01, 1.027204388661456e+00, -1.777340798199454e-01, 8.431299746692094e-01
3105, 3.577476793800000e+01, 5.920680480400000e+00, -1.010034757500000e+00, 1.039854197718131e+00, -1.524344617065956e-01, 8.443925182614677e-01
3473, 3.566644028700000e+01, 5.659826165300000e+00, -1.027825844100000e+00, 1.045748972113210e+00, -1.406449129164358e-01, 8.449170906422430e-01
3152, 3.524546016000000e+01, 5.779313238700000e+00, -1.014162726400000e+00, 1.037401046180253e+00, -1.573407647823499e-01, 8.478273569644821e-01
4236, 3.543005664000000e+01, 5.655834742800000e+00, -1.026075145000000e+00, 1.041617583430734e+00, -1.489076902813888e-01, 8.454529119808625e-01
4097, 4.742038564800000e+01, 4.564207186800000e+00, -8.000000000000000e-01, 1.152174644364655e+00, 7.220643158645368e-02, 7.576694703989022e-01
2747, 4.743600260900000e+01, 4.376440192400000e+00, -8.000000000000000e-01, 1.151212885360061e+00, 7.028291357726557e-02, 7.620114741254892e-01
3816, 4.723435443900000e+01, 4.463775237700000e+00, -8.067797605000000e-01, 1.154078867408565e+00, 7.601487767427262e-02, 7.627833638137319e-01
4107, 4.728460780600000e+01, 4.639723657500000e+00, -8.045237221800000e-01, 1.157818751080631e+00, 8.349464501840619e-02, 7.580588024883828e-01
3121, 4.713220370900000e+01, 4.643031452300000e+00, -8.097982137500001e-01, 1.143536258218353e+00, 5.492965929384930e-02, 7.665402796595119e-01
3542, 4.702851880800000e+01, 4.459797920300000e+00, -8.138961324700000e-01, 1.137911132857599e+00, 4.367940857234131e-02, 7.761493607220163e-01
3818, 4.663056080400000e+01, 3.757274962800000e+00, -8.294470041799999e-01, 1.122073442361061e+00, 1.200402757926478e-02, 7.910192159185483e-01
3817, 4.652475662600000e+01, 3.930901217000000e+00, -8.324968410200000e-01, 1.120300726619550e+00, 8.458596096243998e-03, 7.904518927304748e-01
3054, 4.672346189900000e+01, 3.955401370900000e+00, -8.257405106200000e-01, 1.125665044422232e+00, 1.918723170160730e-02, 7.869901597527660e-01
3149, 4.638479791600000e+01, 3.710564627600000e+00, -8.378087551400000e-01, 1.116536352167558e+00, 9.298471922591921e-04, 7.947223925959871e-01
3192, 4.660420207100000e+01, 4.146990122600000e+00, -8.292065563400000e-01, 1.122920212154366e+00, 1.369756716587611e-02, 7.886223008829927e-01
3819, 4.642728388300000e+01, 4.148015149600000e+00, -8.351196803199999e-01, 1.118478101235626e+00, 4.813345328396057e-03, 7.924763005200115e-01
3533, 4.635865662100000e+01, 3.949802142700000e+00, -8.379794321600000e-01, 1.116403380282428e+00, 6.639034219988460e-04, 7.941536469224867e-01
3907, 4.685157630600000e+01, 3.791716828700000e+00, -8.218664010900000e-01, 1.128176992293162e+00, 2.421112744346665e-02, 7.824295303181229e-01
3997, 4.675798868900000e+01, 3.583336394100000e+00, -8.256445432500000e-01, 1.123697392798624e+00, 1.525192845439038e-02, 7.857828446119804e-01
3998, 4.654296318200000e+01, 3.571705635100000e+00, -8.329277833399999e-01, 1.118966497397831e+00, 5.790137652804894e-03, 7.936861971799207e-01
3193, 4.649849882400000e+01, 4.370754390800000e+00, -8.320975042300000e-01, 1.120844482517913e+00, 9.546107892968614e-03, 7.896423063244047e-01
3821, 4.725300437300000e+01, 5.007227501700000e+00, -8.045587559500000e-01, 1.162210171800553e+00, 9.227748645824939e-02, 7.486817558797555e-01
2753, 4.724032268500000e+01, 4.814427902300000e+00, -8.055580024100000e-01, 1.160747492725514e+00, 8.935212830817063e-02, 7.576560435154400e-01
2751, 4.737648708100000e+01, 5.092011666100000e+00, -8.000000000000000e-01, 1.165048593512944e+00, 9.795432988303120e-02, 7.509497564390022e-01
2754, 4.739072202600000e+01, 4.920861031300000e+00, -8.000000000000000e-01, 1.148352418578824e+00, 6.456198001479185e-02, 7.569699655054200e-01
3824, 4.698554041600000e+01, 5.523916705700000e+00, -8.123064517800000e-01, 1.142602733898989e+00, 5.306261065512086e-02, 7.682208392683393e-01
3536, 4.683300304500000e+01, 5.476376028500000e+00, -8.176459530500000e-01, 1.134175934669785e+00, 3.620901219671335e-02, 7.723095248758064e-01
4268, 4.709938511700000e+01, 5.520490988400000e+00, -8.084001871800000e-01, 1.145194296082693e+00, 5.824573502252850e-02, 7.566009180456699e-01
2759, 4.720446060400000e+01, 5.471560652700000e+00, -8.049021184600000e-01, 1.162194283102673e+00, 9.224570906248973e-02, 7.476194986901957e-01
3909, 4.692980371300000e+01, 5.645946430300000e+00, -8.138621055600000e-01, 1.138925756085808e+00, 4.570865502875909e-02, 7.668060499507229e-01
2758, 4.714129766500000e+01, 5.646620948400000e+00, -8.065869876400000e-01, 1.158204021082267e+00, 8.426518502167779e-02, 7.515604953948002e-01
3089, 3.473802482300000e+01, 4.574788307900000e+00, -1.082988131900000e+00, 1.058105209189203e+00, -1.159324387644505e-01, 8.401762359546703e-01
3825, 3.444464849900000e+01, 4.461558289900000e+00, -1.088667672100000e+00, 1.063713365384917e+00, -1.047161263730225e-01, 8.370818675003940e-01
3090, 3.444276764100000e+01, 4.684883810100000e+00, -1.078546893400000e+00, 1.059346216354339e+00, -1.134504244341796e-01, 8.403444693476534e-01
3367, 3.423535779500000e+01, 4.574226622800000e+00, -1.083935510500000e+00, 1.060805889336630e+00, -1.105310784695970e-01, 8.374030618843579e-01
3826, 3.868779659100000e+01, 5.713797303900000e+00, -1.015393377200000e+00, 1.059157720033068e+00, -1.138274170767217e-01, 8.364412105550044e-01
3827, 3.831817025800000e+01, 5.263965793700000e+00, -1.030704456300000e+00, 1.061487852734469e+00, -1.091671516739194e-01, 8.388974790939402e-01
2992, 3.820617095300000e+01, 5.753955427700000e+00, -1.019366120200000e+00, 1.054715570038370e+00, -1.227117170661174e-01, 8.394721401279492e-01
4374, 3.882096702200000e+01, 5.314816121800000e+00, -1.022412413100000e+00, 1.062002559568786e+00, -1.081377380052841e-01, 8.373285714258240e-01
2991, 3.857392012200000e+01, 6.150000000000000e+00, -1.003666537700000e+00, 1.054449224077005e+00, -1.232444089888460e-01, 8.338681775426899e-01
4250, 3.905707095200000e+01, 6.150000000000000e+00, -9.996408811000000e-01, 1.057912417233484e+00, -1.163180226758880e-01, 8.329528879247728e-01
4375, 3.916029164100000e+01, 5.647128708900000e+00, -1.010694973200000e+00, 1.060872450984164e+00, -1.103979551745287e-01, 8.339179539538146e-01
3974, 3.878463833600000e+01, 4.891281943300000e+00, -1.030587087100000e+00, 1.065319946269179e+00, -1.015029646044989e-01, 8.364957048988840e-01
2966, 3.830259674400000e+01, 4.672890752300000e+00, -1.042428377600000e+00, 1.064719772940334e+00, -1.027033112621884e-01, 8.380941916712633e-01
2980, 3.782107223500000e+01, 4.983419447000000e+00, -1.043671348200000e+00, 1.062107439223653e+00, -1.079279786955505e-01, 8.394464962044166e-01
2996, 3.775957720200000e+01, 5.425867131400000e+00, -1.033246329400000e+00, 1.057920028704318e+00, -1.163027997342203e-01, 8.399572895049734e-01
4458, 2.156938312800000e+01, 2.358856190300000e+00, -8.684309645200000e-01, 1.059225970862583e+00, -1.136909154176910e-01, 8.238245585693471e-01
4239, 2.153532073300000e+01, 2.146657009400000e+00, -9.828872881900000e-01, 1.072579719877637e+00, -8.698341738758231e-02, 8.187986507092578e-01
4240, 2.147677000100000e+01, 2.245388433400000e+00, -9.310482062700000e-01, 1.049529532003278e+00, -1.330837931363011e-01, 8.187079028820906e-01
4459, 2.147711825600000e+01, 2.322092080600000e+00, -8.767797126600000e-01, 1.085873389453957e+00, -6.039607823494197e-02, 8.210489688302012e-01
3830, 3.323111649300000e+01, 1.671842517400000e+00, -1.178396339500000e+00, 1.079225847217154e+00, -7.369116270854947e-02, 8.270710222955479e-01
4579, 3.285147699400000e+01, 1.334557347900000e+00, -1.190656649200000e+00, 1.079568705353007e+00, -7.300544643684370e-02, 8.274569685890053e-01
4501, 3.307577455100000e+01, 1.001046230700000e+00, -1.192687591400000e+00, 1.083317176625065e+00, -6.550850389272744e-02, 8.246257777593542e-01
3937, 3.371790379400000e+01, 1.847594204100000e+00, -1.167430777500000e+00, 1.077515544376186e+00, -7.711176839048495e-02, 8.290376375173151e-01
4212, 3.282884489300000e+01, 1.875525760700000e+00, -1.180296435300000e+00, 1.078910320531178e+00, -7.432221608050149e-02, 8.272954132844771e-01
3940, 3.271882786800000e+01, 4.247620227600000e+00, -1.098265232400000e+00, 1.067640566336011e+00, -9.686172447083541e-02, 8.326244686537095e-01
4217, 3.294310558900000e+01, 4.402637795900000e+00, -1.090072619600000e+00, 1.067175442255379e+00, -9.779197263209881e-02, 8.320014378016830e-01
2722, 4.766998964500000e+01, 1.563150062600000e+00, -8.000000000000000e-01, 1.134945834077612e+00, 3.774881101236804e-02, 7.691361491739260e-01
2714, 4.764465357300000e+01, 1.867772587900000e+00, -8.000000000000000e-01, 1.136713198102663e+00, 4.128353906246973e-02, 7.729973298303247e-01
2866, 2.095418770800000e+01, 1.009221674000000e+00, -1.183702210500000e+00, 1.102014174452625e+00, -2.811450823760753e-02, 8.094659671273758e-01
3834, 2.080093160800000e+01, 1.244164133900000e+00, -1.143302637200000e+00, 1.099218814605645e+00, -3.370522793156594e-02, 8.099773439492277e-01
3895, 2.100372043500000e+01, 1.442785161600000e+00, -1.118775029400000e+00, 1.094130442826307e+00, -4.388197149024364e-02, 8.103600989574573e-01
2867, 2.103200910800000e+01, 1.207241371000000e+00, -1.158617499300000e+00, 1.097673721107438e+00, -3.679541492798055e-02, 8.111948762428087e-01
3420, 2.067808190500000e+01, 1.459148311000000e+00, -1.098126172100000e+00, 1.096834232883343e+00, -3.847439137617004e-02, 8.096273171157231e-01
3910, 4.703385970600000e+01, 5.789875807400000e+00, -8.098816175100000e-01, 1.144828758055456e+00, 5.751465896805463e-02, 7.605435154973739e-01
3836, 4.718358250500000e+01, 5.789439662000000e+00, -8.047075013700000e-01, 1.160648740379632e+00, 8.915462361640714e-02, 7.486878027239215e-01
2761, 4.715622868300000e+01, 5.920502418200000e+00, -8.052779900500000e-01, 1.158883542093684e+00, 8.562422704451134e-02, 7.513858146141080e-01
2756, 4.732382445800000e+01, 5.725188797700000e+00, -8.000000000000000e-01, 1.162932710762026e+00, 9.372256438119475e-02, 7.453612896285176e-01
2760, 4.731168462700000e+01, 5.871149302100000e+00, -8.000000000000000e-01, 1.154728142301118e+00, 7.731342745937873e-02, 7.528443663545568e-01
3837, 2.976389041600000e+01, 4.898551557000000e+00, -8.879179459900000e-01, 1.021810097145014e+00, -1.885226628528289e-01, 8.540545810289009e-01
4471, 2.985407845500000e+01, 4.944016655600000e+00, -8.777187370100000e-01, 1.016428405898111e+00, -1.992860453466343e-01, 8.688728075316289e-01
3313, 2.966174321600000e+01, 4.886416935400000e+00, -8.761422098900000e-01, 1.036166171925531e+00, -1.598105132917946e-01, 8.320701813147516e-01
3312, 2.968285538000000e+01, 4.949052001500000e+00, -8.000000000000000e-01, 1.150173271723222e+00, 6.820368630358731e-02, 8.137534710783740e-01
4060, 2.977765846800000e+01, 4.978969092600000e+00, -8.000000000000000e-01, 1.118999339133872e+00, 5.855821124886250e-03, 8.143671062765473e-01
3840, 3.282599645800000e+01, 5.227211811300000e+00, -1.017346763600000e+00, 1.052372159774793e+00, -1.273985375932707e-01, 8.368209756994996e-01
4018, 3.298881248200000e+01, 5.112462007600000e+00, -1.034504972600000e+00, 1.057896912105476e+00, -1.163490329319057e-01, 8.379812807205120e-01
4558, 3.296540075200000e+01, 4.941792122300000e+00, -1.050473013500000e+00, 1.059269711474511e+00, -1.136034341938341e-01, 8.384426259384488e-01
4609, 3.264459440000000e+01, 5.269849817300000e+00, -1.005860342300000e+00, 1.051874687552812e+00, -1.283934820372332e-01, 8.380338202570176e-01
4452, 3.251004903000000e+01, 5.212141064700000e+00, -1.009110803000000e+00, 1.049004466118398e+00, -1.341339249060614e-01, 8.421955906425449e-01
4000, 3.287082144500000e+01, 5.380945670400000e+00, -9.983455974700000e-01, 1.051453986800145e+00, -1.292348835425670e-01, 8.355011547019889e-01
3987, 3.301036782600000e+01, 5.265980890400000e+00, -1.017990627100000e+00, 1.056504680621504e+00, -1.191334958998480e-01, 8.317073195153263e-01
4527, 3.268976164800000e+01, 5.388843433600000e+00, -9.899287118500000e-01, 1.044505797711665e+00, -1.431312617195273e-01, 8.389952139424866e-01
4394, 2.996578666300000e+01, 4.938762441200000e+00, -8.993285039000000e-01, 1.023490135849077e+00, -1.851625854447030e-01, 8.521285161778436e-01
4542, 2.959222411500000e+01, 4.743953316500000e+00, -9.315117402100000e-01, 1.029497173173920e+00, -1.731485107950159e-01, 8.458751731072038e-01
4229, 2.956783785800000e+01, 4.833883851600000e+00, -8.899790926700000e-01, 1.007101809393598e+00, -2.179392383556604e-01, 8.492115204523781e-01
3844, 4.644537140100000e+01, 4.762958222300000e+00, -8.327244705300000e-01, 1.120553425919302e+00, 8.963994695746269e-03, 7.888330920474530e-01
4117, 4.664174916400000e+01, 4.698009304300000e+00, -8.263506306400000e-01, 1.125161083425453e+00, 1.817930970804937e-02, 7.851118027662514e-01
3407, 4.621698030700000e+01, 4.884802062900000e+00, -8.399025788700000e-01, 1.116669952457799e+00, 1.197047772740323e-03, 7.915687188046512e-01
3430, 4.628588484300000e+01, 4.684939690200000e+00, -8.382297122600000e-01, 1.117710256936850e+00, 3.277656730844125e-03, 7.920877261705622e-01
3431, 4.647631242900000e+01, 4.584014047000000e+00, -8.322168436600000e-01, 1.121241757329605e+00, 1.034065751635360e-02, 7.889255825171310e-01
3847, 2.285096555500000e+01, 2.713027689200000e+00, -9.075083424500000e-01, 1.063688060902974e+00, -1.047667353369093e-01, 8.158232065404196e-01
4015, 2.295300768800000e+01, 2.780083694900000e+00, -8.813814109400000e-01, 1.082923019187897e+00, -6.629681876706249e-02, 8.161390628835717e-01
3846, 2.299517220400000e+01, 2.664028311800000e+00, -9.553176969000000e-01, 1.081841157914112e+00, -6.846054131463308e-02, 8.136847116679954e-01
3513, 2.286464868700000e+01, 2.574845735100000e+00, -9.745709802000000e-01, 1.077540961465643e+00, -7.706093421157022e-02, 8.185070760395264e-01
4016, 2.306029717300000e+01, 2.764410993500000e+00, -9.160295691800000e-01, 1.101362226020151e+00, -2.941840510255433e-02, 8.066033465626726e-01
4206, 2.319187937700000e+01, 2.665759270600000e+00, -9.777075898399999e-01, 1.057897819970292e+00, -1.163472172022733e-01, 8.259959114814635e-01
4045, 2.305884971700000e+01, 2.516636709900000e+00, -1.012093221200000e+00, 1.075862675923136e+00, -8.041750529658565e-02, 8.254096039665517e-01
3490, 2.273760273500000e+01, 2.633264961200000e+00, -9.328863141900000e-01, 1.057604639790646e+00, -1.169335775615656e-01, 8.255102452958969e-01
3897, 2.272703580600000e+01, 2.717560732700000e+00, -8.738016835400000e-01, 1.075109427158982e+00, -8.192400282489265e-02, 8.213809206649035e-01
4632, 2.279052102400000e+01, 2.752897730800000e+00, -8.565514850300000e-01, 1.069558547175656e+00, -9.302576279154495e-02, 8.256745173950008e-01
4625, 2.283816823000000e+01, 2.789068260200000e+00, -8.000000000000000e-01, 1.135525899809313e+00, 3.890894247577003e-02, 7.927335035404005e-01
3849, 1.950649101800000e+01, 1.737688050600000e+00, -8.000000000000000e-01, 1.178549837942622e+00, 1.249568187423868e-01, 7.413829738383106e-01
2773, 1.941224498400000e+01, 1.707946749500000e+00, -8.000000000000000e-01, 1.190140384059403e+00, 1.481379109759500e-01, 7.562961558879969e-01
3039, 1.960158144400000e+01, 1.767695817300000e+00, -8.000000000000000e-01, 1.264791341638670e+00, 2.974398261344828e-01, 7.173282390220784e-01
6220, 1.945966964000000e+01, 1.693053482600000e+00, -7.287357991600000e-01, 1.157372490923108e+00, 8.260212470335880e-02, 7.698247241696542e-01
4877, 1.953994661400000e+01, 1.694860390300000e+00, -7.055567545700000e-01, 1.183124181264384e+00, 1.341055053859108e-01, 7.310201940838539e-01
3038, 1.966422701900000e+01, 1.715039758800000e+00, -9.093019600900000e-01, 1.136099960286457e+00, 4.005706343005722e-02, 7.820530397846939e-01
3852, 4.750377253800000e+01, 3.561623805400000e+00, -8.000000000000000e-01, 1.148610811556944e+00, 6.507876597103034e-02, 7.650156144459002e-01
3853, 4.731985404900000e+01, 3.617771436600000e+00, -8.062579141700000e-01, 1.154498880296156e+00, 7.685490344945611e-02, 7.565953726781065e-01
2744, 4.748601269800000e+01, 3.775155216400000e+00, -8.000000000000000e-01, 1.150029418187120e+00, 6.791597923138415e-02, 7.569416987837105e-01
4616, 4.733633210700000e+01, 3.429335124600000e+00, -8.062305880000000e-01, 1.161141168943642e+00, 9.013948074442800e-02, 7.601952694597084e-01
2740, 4.752211523200000e+01, 3.341084581500000e+00, -8.000000000000000e-01, 1.146952606757798e+00, 6.176235637273875e-02, 7.624466219058584e-01
6177, 4.733020200200000e+01, 3.435127057300000e+00, -7.935730106900000e-01, 1.156307500580881e+00, 8.047214401890512e-02, 7.718272314901002e-01
5624, 4.726003358000000e+01, 3.626428839900000e+00, -7.916899436000000e-01, 1.155698781794652e+00, 7.925470644644726e-02, 7.699446324444519e-01
2745, 4.727698695900000e+01, 3.856608506900000e+00, -8.070561287800000e-01, 1.155650306538527e+00, 7.915775593419694e-02, 7.656186976615782e-01
3854, 4.715404902800000e+01, 3.676087915900000e+00, -8.118331748600000e-01, 1.137509683503158e+00, 4.287650986346003e-02, 7.702659694070542e-01
3517, 4.712515846300000e+01, 3.441861714200000e+00, -8.135047630400000e-01, 1.136799796237439e+00, 4.145673533202121e-02, 7.718608169335859e-01
3963, 4.696965471600000e+01, 3.609129487900000e+00, -8.183626929900000e-01, 1.135504938905889e+00, 3.886702066892144e-02, 7.829283511317848e-01
3962, 4.705451058300000e+01, 3.845580613500000e+00, -8.147723909800000e-01, 1.136070596655452e+00, 3.999833616804649e-02, 7.768085815690635e-01
3586, 2.002675521600000e+01, 1.869699452300000e+00, -8.732174819900000e-01, 1.109675742398146e+00, -1.279137234656469e-02, 8.088716497436617e-01
4019, 2.011653486300000e+01, 1.904938552300000e+00, -8.649964877700000e-01, 1.060068318685897e+00, -1.120062197710632e-01, 8.107339567660787e-01
3855, 2.007264507300000e+01, 1.826781213300000e+00, -9.200751737300000e-01, 1.087329836952565e+00, -5.748318323772628e-02, 8.167088804623027e-01
4504, 2.017069907800000e+01, 1.868664582300000e+00, -9.125410327000000e-01, 1.124371461351540e+00, 1.660006556022386e-02, 7.854293737001631e-01
3444, 1.997349359800000e+01, 1.762263124900000e+00, -9.398790408600000e-01, 1.090802358905828e+00, -5.053813933120032e-02, 7.994064004104248e-01
4522, 2.013356835200000e+01, 1.746310361900000e+00, -9.712723885300000e-01, 1.084087886081133e+00, -6.396708498059001e-02, 8.021541182787559e-01
3856, 2.063193859200000e+01, 2.047363268000000e+00, -8.856549036100000e-01, 1.082361014219960e+00, -6.742082870293675e-02, 7.949617418560861e-01
3857, 2.064928567300000e+01, 2.098320731200000e+00, -8.000000000000000e-01, 1.161842691234762e+00, 9.154252532666707e-02, 7.674385299438954e-01
3858, 2.074216852300000e+01, 2.054245169200000e+00, -9.076843977900000e-01, 1.106792063072596e+00, -1.855873099766425e-02, 7.862898399285820e-01
2835, 2.055395357600000e+01, 2.068236700400000e+00, -8.000000000000000e-01, 1.189961635036396e+00, 1.477804129299347e-01, 7.553798540780311e-01
3374, 2.066119328000000e+01, 1.937001983100000e+00, -9.588383711900000e-01, 1.081375364772262e+00, -6.939212759833246e-02, 8.097433114093227e-01
2833, 2.054320629800000e+01, 2.007761313200000e+00, -8.957835699700000e-01, 1.084194582106084e+00, -6.375369293068943e-02, 8.091577742584622e-01
4202, 2.074488597300000e+01, 2.128489399100000e+00, -8.000000000000000e-01, 1.208245568257609e+00, 1.843482793723607e-01, 7.469687397994073e-01
4692, 2.062918955800000e+01, 2.051857059600000e+00, -7.192933849599999e-01, 1.137767715820829e+00, 4.339257449880218e-02, 7.715455902271841e-01
6242, 2.074131444800000e+01, 2.087765088200000e+00, -7.199787783500000e-01, 1.191151652189385e+00, 1.501604472359128e-01, 7.330707067131473e-01
3921, 2.087652034700000e+01, 2.072144096100000e+00, -9.233726217200000e-01, 1.082664729320217e+00, -6.681339850242284e-02, 8.097701235043789e-01
4195, 2.083758066000000e+01, 1.955197198700000e+00, -9.743251893300000e-01, 1.085127389435397e+00, -6.188807827206366e-02, 8.115487024260557e-01
4284, 2.084144447700000e+01, 2.130541854300000e+00, -8.677514336500000e-01, 1.061503324154886e+00, -1.091362088330854e-01, 8.122624474854986e-01
2791, 2.169666851500000e+01, 2.428844224900000e+00, -8.000000000000000e-01, 1.154539131828192e+00, 7.693540651352659e-02, 7.916368436116001e-01
3874, 2.179156192900000e+01, 2.458789820300000e+00, -8.000000000000000e-01, 1.149628988356643e+00, 6.711511957042937e-02, 7.847464861029227e-01
3861, 4.725063446200000e+01, 5.332393915100000e+00, -8.036988942200000e-01, 1.166910610457896e+00, 1.016783637729359e-01, 7.442863307615175e-01
2750, 4.736269166700000e+01, 5.257877707800000e+00, -8.000000000000000e-01, 1.161619179838454e+00, 9.109550253405051e-02, 7.444775911515056e-01
2763, 4.734932039300000e+01, 5.418644189300000e+00, -8.000000000000000e-01, 1.159217053419159e+00, 8.629124969546219e-02, 7.557307716871570e-01
3931, 4.536859513700000e+01, 3.812188472900000e+00, -8.705013043600000e-01, 1.101258019712514e+00, -2.962681771782849e-02, 8.082787043737190e-01
4254, 4.510923849000000e+01, 4.056642610900000e+00, -8.778619921200000e-01, 1.099377638997538e+00, -3.338757914777979e-02, 8.096214421746956e-01
3335, 4.536663180200000e+01, 4.271761478500000e+00, -8.690962172400000e-01, 1.102633682314330e+00, -2.687549251419741e-02, 8.066837565420000e-01
4106, 4.554815559800000e+01, 3.592670670600000e+00, -8.654696699200000e-01, 1.103062475960935e+00, -2.601790522098701e-02, 8.068557485724058e-01
2720, 4.061340560600000e+01, 1.483933602200000e+00, -1.018686151200000e+00, 1.080994085341808e+00, -7.015468645924106e-02, 8.270284495395775e-01
3864, 4.062018137800000e+01, 1.870753753000000e+00, -1.016372956700000e+00, 1.080751317647496e+00, -7.064022184786500e-02, 8.268204170667005e-01
2860, 4.101478624600000e+01, 1.768217645000000e+00, -1.006296734400000e+00, 1.081268088837181e+00, -6.960667946849551e-02, 8.262302077014537e-01
3520, 4.029047758600000e+01, 1.739445544700000e+00, -1.025870032700000e+00, 1.080424996858692e+00, -7.129286342547303e-02, 8.271172545822354e-01
2778, 4.090088469100000e+01, 2.168962474500000e+00, -1.007207349800000e+00, 1.080781248201056e+00, -7.058036074074536e-02, 8.268106832013489e-01
2741, 4.026548061700000e+01, 2.156721467000000e+00, -1.024016834500000e+00, 1.079299592517683e+00, -7.354367210749001e-02, 8.278881052212793e-01
2959, 4.428706556400000e+01, 4.035799661800000e+00, -9.030424125099999e-01, 1.091820815042939e+00, -4.850122705697934e-02, 8.167019746878188e-01
3866, 4.462629193300000e+01, 3.863386301800000e+00, -8.934171422300000e-01, 1.094268586855050e+00, -4.360568343275650e-02, 8.148886488585729e-01
4607, 4.490176299000000e+01, 3.898146300800000e+00, -8.848334037000000e-01, 1.097002295404515e+00, -3.813826633382744e-02, 8.122613679785691e-01
3967, 4.483813271800000e+01, 3.629701773700000e+00, -8.877075071000000e-01, 1.095239950666548e+00, -4.166295580975987e-02, 8.136180004733080e-01
3869, 4.442634809800000e+01, 3.619659638900000e+00, -9.003666889200000e-01, 1.092052344906110e+00, -4.803816733063737e-02, 8.164473428162339e-01
2945, 4.249718054800000e+01, 2.800804772100000e+00, -9.601428915400000e-01, 1.082988855776679e+00, -6.616514558949849e-02, 8.246556621849329e-01
3867, 4.217475161400000e+01, 2.490134772500000e+00, -9.706608236399999e-01, 1.082283893187334e+00, -6.757507076818881e-02, 8.256173121850208e-01
2946, 4.210047561200000e+01, 2.931497707100000e+00, -9.706003346700000e-01, 1.081888293239536e+00, -6.836627066378441e-02, 8.251332123291150e-01
3498, 4.254590741000000e+01, 2.332627956700000e+00, -9.608468016200000e-01, 1.082886043537838e+00, -6.637077006718027e-02, 8.246989584917629e-01
2950, 4.179306483600000e+01, 2.632118992500000e+00, -9.805684874200000e-01, 1.081841668074731e+00, -6.845952099339536e-02, 8.257206404282634e-01
2957, 4.182688181600000e+01, 2.228764022500000e+00, -9.816277082100000e-01, 1.082645364721769e+00, -6.685212769931946e-02, 8.254254663513378e-01
3318, 4.229382418600000e+01, 2.003398600700000e+00, -9.694982277200000e-01, 1.082673889371405e+00, -6.679507840004728e-02, 8.249659014993935e-01
3958, 2.238320236800000e+01, 2.211262018700000e+00, -1.040077263400000e+00, 1.080513680134255e+00, -7.111549687434593e-02, 8.088346482823918e-01
3868, 2.264620592100000e+01, 2.125271500300000e+00, -1.076500142900000e+00, 1.084953125334506e+00, -6.223660647384399e-02, 8.156733627547972e-01
4011, 2.241321490500000e+01, 1.963076508800000e+00, -1.095251520000000e+00, 1.087451796035988e+00, -5.723926507088172e-02, 8.117436698573960e-01
3162, 2.254104764400000e+01, 2.344523373300000e+00, -1.017059413300000e+00, 1.079954161163365e+00, -7.223453481612685e-02, 8.159154813622336e-01
3326, 2.267239066800000e+01, 1.897236216700000e+00, -1.119059775400000e+00, 1.087263077577639e+00, -5.761670198757862e-02, 8.148184870361581e-01
3261, 2.293104341500000e+01, 2.176029979300000e+00, -1.082380514300000e+00, 1.080058004707830e+00, -7.202684772719703e-02, 8.200965444264343e-01
3101, 2.288799896700000e+01, 1.945711284700000e+00, -1.120560332800000e+00, 1.085736951250048e+00, -6.066895464276011e-02, 8.165359075300719e-01
4316, 2.274188650600000e+01, 2.302039363400000e+00, -1.043617484400000e+00, 1.078776903005476e+00, -7.458905113190538e-02, 8.206573085422189e-01
4454, 4.468302706800000e+01, 3.400790884900000e+00, -8.932749902300000e-01, 1.093467166201843e+00, -4.520852473917136e-02, 8.151732098019623e-01
2895, 4.398449255300000e+01, 3.504378714400000e+00, -9.140787062200000e-01, 1.088950025865772e+00, -5.424280541131177e-02, 8.191112161751505e-01
2934, 4.438730461100000e+01, 3.273693161600000e+00, -9.027819514900000e-01, 1.090899381066390e+00, -5.034409501007663e-02, 8.173497553029067e-01
4575, 4.413565304300000e+01, 3.775994788300000e+00, -9.085431470999999e-01, 1.090176052050135e+00, -5.179075304258739e-02, 8.181082336498527e-01
3870, 3.198391243800000e+01, 2.195842647400000e+00, -1.182957484700000e+00, 1.078276889381453e+00, -7.558907837995088e-02, 8.274618317587038e-01
3871, 3.187365167600000e+01, 1.725758139400000e+00, -1.196348683100000e+00, 1.080448573127674e+00, -7.124571088750908e-02, 8.260751526370976e-01
3872, 3.150875661300000e+01, 2.343125835300000e+00, -1.183073852900000e+00, 1.079616499119994e+00, -7.290985890286804e-02, 8.276151493988161e-01
4104, 3.232801236100000e+01, 1.758835876600000e+00, -1.189719926300000e+00, 1.080190049901624e+00, -7.176275733960845e-02, 8.260546132133778e-01
3873, 3.188273478900000e+01, 2.647235731400000e+00, -1.170256676300000e+00, 1.077164124139327e+00, -7.781460886420266e-02, 8.293438142357911e-01
2926, 3.236316103700000e+01, 2.660188309700000e+00, -1.165845998200000e+00, 1.077039848272154e+00, -7.806316059854888e-02, 8.294222785787286e-01
4211, 3.243359867400000e+01, 2.187282648600000e+00, -1.178168412600000e+00, 1.078520130684076e+00, -7.510259577470534e-02, 8.280670240603741e-01
