BOEING 737 MIDSPAN AIRFOIL
   80 80

    0.000000       0.000000    
   0.2309051E-02  0.5934918E-02
   0.1061797E-01  0.1429622E-01
   0.2193481E-01  0.2087794E-01
   0.3390330E-01  0.2640109E-01
   0.4640609E-01  0.3105309E-01
   0.5914424E-01  0.3501064E-01
   0.7205541E-01  0.3844015E-01
   0.8506133E-01  0.4148562E-01
   0.9813653E-01  0.4422560E-01
   0.1112737      0.4664989E-01
   0.1244615      0.4878986E-01
   0.1376875      0.5068646E-01
   0.1509420      0.5238090E-01
   0.1642174      0.5390942E-01
   0.1775093      0.5528838E-01
   0.1908152      0.5652885E-01
   0.2041327      0.5764230E-01
   0.2174596      0.5863813E-01
   0.2307946      0.5952111E-01
   0.2441365      0.6029424E-01
   0.2574841      0.6096064E-01
   0.2708367      0.6152160E-01
   0.2841932      0.6197688E-01
   0.2975530      0.6232582E-01
   0.3109153      0.6257362E-01
   0.3242795      0.6273978E-01
   0.3376449      0.6284785E-01
   0.3510110      0.6292015E-01
   0.3643764      0.6295264E-01
   0.3777405      0.6289724E-01
   0.3911017      0.6270313E-01
   0.4044580      0.6231610E-01
   0.4178115      0.6177853E-01
   0.4311651      0.6122174E-01
   0.4445203      0.6080945E-01
   0.4578807      0.6059891E-01
   0.4712429      0.6042692E-01
   0.4845943      0.6001394E-01
   0.4979175      0.5913014E-01
   0.5112029      0.5774976E-01
   0.5244595      0.5607472E-01
   0.5377056      0.5429837E-01
   0.5509615      0.5261572E-01
   0.5642423      0.5115039E-01
   0.5775429      0.4985162E-01
   0.5908539      0.4864411E-01
   0.6041669      0.4745301E-01
   0.6174735      0.4620574E-01
   0.6307743      0.4489129E-01
   0.6440719      0.4353657E-01
   0.6573689      0.4217298E-01
   0.6706670      0.4082166E-01
   0.6839667      0.3948436E-01
   0.6972672      0.3815417E-01
   0.7105679      0.3682555E-01
   0.7238681      0.3549256E-01
   0.7371671      0.3414939E-01
   0.7504643      0.3279019E-01
   0.7637591      0.3140909E-01
   0.7770509      0.3000023E-01
   0.7903389      0.2855778E-01
   0.8036224      0.2707586E-01
   0.8169006      0.2554864E-01
   0.8301727      0.2397027E-01
   0.8434377      0.2233490E-01
   0.8566947      0.2063668E-01
   0.8699426      0.1886985E-01
   0.8831805      0.1702979E-01
   0.8964097      0.1512667E-01
   0.9096334      0.1317911E-01
   0.9228496      0.1120682E-01
   0.9360537      0.9230182E-02
   0.9492028      0.7273279E-02
   0.9621962      0.5385014E-02
   0.9745279      0.3656304E-02
   0.9854232      0.2290483E-02
   0.9924928      0.1529284E-02
   0.9983386      0.5629196E-03
    1.004517     -0.8574168E-05
    1.006852     -0.1049207E-03
  
  0	0
4.10E-03	-4.96E-03
1.50E-02	-9.24E-03
2.80E-02	-1.12E-02
4.11E-02	-1.30E-02
5.43E-02	-1.46E-02
6.76E-02	-1.60E-02
8.09E-02	-1.73E-02
9.42E-02	-1.87E-02
0.1074833	-2.01E-02
0.1207844	-2.14E-02
0.1340914	-2.26E-02
0.1474026	-2.38E-02
0.1607167	-2.50E-02
0.174033	-2.62E-02
0.1873518	-2.73E-02
0.2006741	-2.84E-02
0.2140007	-2.94E-02
0.2273316	-3.04E-02
0.2406658	-3.13E-02
0.2540026	-3.22E-02
0.2673414	-3.30E-02
0.2806827	-3.38E-02
0.294027	-3.46E-02
0.3073747	-3.53E-02
0.320726	-3.59E-02
0.3340807	-3.64E-02
0.3474385	-3.68E-02
0.3607989	-3.71E-02
0.3741613	-3.74E-02
0.3875251	-3.75E-02
0.4008894	-3.75E-02
0.4142534	-3.74E-02
0.4276167	-3.72E-02
0.4409784	-3.69E-02
0.4543381	-3.66E-02
0.4676958	-3.61E-02
0.4810519	-3.56E-02
0.4944069	-3.51E-02
0.5077608	-3.45E-02
0.5211134	-3.39E-02
0.5344643	-3.32E-02
0.5478135	-3.26E-02
0.561161	-3.19E-02
0.5745074	-3.11E-02
0.5878532	-3.04E-02
0.6011988	-2.96E-02
0.6145445	-2.89E-02
0.6278907	-2.81E-02
0.6412379	-2.74E-02
0.6545861	-2.67E-02
0.6679347	-2.60E-02
0.6812829	-2.53E-02
0.6946304	-2.46E-02
0.7079766	-2.39E-02
0.721321	-2.31E-02
0.734663	-2.23E-02
0.7480022	-2.15E-02
0.7613382	-2.06E-02
0.7746706	-1.96E-02
0.7879993	-1.86E-02
0.8013242	-1.76E-02
0.8146457	-1.65E-02
0.8279641	-1.54E-02
0.8412799	-1.42E-02
0.8545935	-1.30E-02
0.8679053	-1.18E-02
0.8812161	-1.06E-02
0.8945262	-9.37E-03
0.9078361	-8.13E-03
0.9211463	-6.91E-03
0.9344572	-5.69E-03
0.9477696	-4.48E-03
0.9610846	-3.32E-03
0.9743992	-2.22E-03
0.9875516	-1.23E-03
0.9985873	-4.09E-04
1.003864	-6.08E-04
1.006363	-4.96E-04
